date,year,incidence_raw,incidence_smooth
2017-06-05,2017,1.6966849177676047,1.826870804539709
2017-06-12,2017,1.8439443634606418,1.7969920764280782
2017-06-19,2017,1.6806784562792307,1.7404359125024917
2017-06-26,2017,1.4661918723350242,1.6636048973582982
2017-07-03,2017,1.3701531034047825,1.5056744773396782
2017-07-10,2017,1.469393164632699,1.4352460467908343
2017-07-17,2017,1.3509453496187342,1.3968305392187377
2017-07-24,2017,1.421373780167578,1.4139040981396696
2017-07-31,2017,1.2421014114977935,1.3381401804280344
2017-08-07,2017,1.1556665194605757,1.2730472370419816
2017-08-14,2017,1.117251011888479,1.1716729809489486
2017-08-21,2017,1.1716729809489494,1.1481968374326674
2017-08-28,2017,1.270913042176866,1.1866123450047639
2017-09-04,2017,1.0884393812094066,1.1770084681117396
2017-09-11,2017,1.117251011888479,1.1588678117582496
2017-09-18,2017,1.3733543957024572,1.1930149296001133
2017-09-25,2017,1.5718345181582902,1.354146641916408
2017-10-02,2017,1.5526267643722418,1.4992718927443291
2017-10-09,2017,1.6742758716838813,1.5995790514048036
2017-10-16,2017,1.8023275635908704,1.676410066548997
2017-10-23,2017,1.7895223944001712,1.7553752765583068
2017-10-30,2017,1.5718345181582902,1.7212281587164433
2017-11-06,2017,1.6710745793862065,1.677477163981555
2017-11-13,2017,1.5334190105861933,1.592109369376896
2017-11-20,2017,1.69348362546993,1.632659071814109
2017-11-27,2017,1.4053673186792044,1.5440899849117748
2017-12-04,2017,1.5142112568001451,1.5376874003164254
2017-12-11,2017,1.3829582725954814,1.434178949358276
2017-12-18,2017,1.283718211367565,1.393629246921063
2017-12-25,2017,1.3509453496187342,1.3392072778605926
2018-01-01,2018,1.30863898820216,1.3144341830628188
2018-01-08,2018,1.1692198223888548,1.276268053403249
2018-01-15,2018,1.1945687616276375,1.2241425240728832
2018-01-22,2018,1.0139575695513106,1.1259153845226002
2018-01-29,2018,0.9981144825270712,1.068880271235339
2018-02-05,2018,1.0519809784094847,1.0213510101626213
2018-02-12,2018,0.9062245777864837,0.985440012907679
